x;y_myfunction;y_fromLibrary
-4;5;5
-3,982;4,982;4,982
-3,964;4,964;4,964
-3,946;4,946;4,946
-3,928;4,928;4,928
-3,91;4,91;4,91
-3,892;4,892;4,892
-3,874;4,874;4,874
-3,856;4,856;4,856
-3,838;4,838;4,838
-3,82;4,82;4,82
-3,802;4,802;4,802
-3,784;4,784;4,784
-3,766;4,766;4,766
-3,748;4,748;4,748
-3,73;4,73;4,73
-3,712;4,712;4,712
-3,694;4,694;4,694
-3,676;4,676;4,676
-3,658;4,658;4,658
-3,64;4,64;4,64
-3,622;4,622;4,622
-3,604;4,604;4,604
-3,586;4,586;4,586
-3,568;4,568;4,568
-3,55000000000001;4,55000000000001;4,55000000000001
-3,53200000000001;4,53200000000001;4,53200000000001
-3,51400000000001;4,51400000000001;4,51400000000001
-3,49600000000001;4,49600000000001;4,49600000000001
-3,47800000000001;4,47800000000001;4,47800000000001
-3,46000000000001;4,46000000000001;4,46000000000001
-3,44200000000001;4,44200000000001;4,44200000000001
-3,42400000000001;4,42400000000001;4,42400000000001
-3,40600000000001;4,40600000000001;4,40600000000001
-3,38800000000001;4,38800000000001;4,38800000000001
-3,37000000000001;4,37000000000001;4,37000000000001
-3,35200000000001;4,35200000000001;4,35200000000001
-3,33400000000001;4,33400000000001;4,33400000000001
-3,31600000000001;4,31600000000001;4,31600000000001
-3,29800000000001;4,29800000000001;4,29800000000001
-3,28000000000001;4,28000000000001;4,28000000000001
-3,26200000000001;4,26200000000001;4,26200000000001
-3,24400000000001;4,24400000000001;4,24400000000001
-3,22600000000001;4,22600000000001;4,22600000000001
-3,20800000000001;4,20800000000001;4,20800000000001
-3,19000000000001;4,19000000000001;4,19000000000001
-3,17200000000001;4,17200000000001;4,17200000000001
-3,15400000000001;4,15400000000001;4,15400000000001
-3,13600000000001;4,13600000000001;4,13600000000001
-3,11800000000001;4,11800000000001;4,11800000000001
-3,10000000000001;4,10000000000001;4,10000000000001
-3,08200000000001;4,08200000000001;4,08200000000001
-3,06400000000001;4,06400000000001;4,06400000000001
-3,04600000000001;4,04600000000001;4,04600000000001
-3,02800000000001;4,02800000000001;4,02800000000001
-3,01000000000001;4,01000000000001;4,01000000000001
-2,99200000000001;3,99200000000001;3,99200000000001
-2,97400000000001;3,97400000000001;3,97400000000001
-2,95600000000001;3,95600000000001;3,95600000000001
-2,93800000000001;3,93800000000001;3,93800000000001
-2,92000000000001;3,92000000000001;3,92000000000001
-2,90200000000001;3,90200000000001;3,90200000000001
-2,88400000000001;3,88400000000001;3,88400000000001
-2,86600000000001;3,86600000000001;3,86600000000001
-2,84800000000001;3,84800000000001;3,84800000000001
-2,83000000000001;3,83000000000001;3,83000000000001
-2,81200000000001;3,81200000000001;3,81200000000001
-2,79400000000001;3,79400000000001;3,79400000000001
-2,77600000000001;3,77600000000001;3,77600000000001
-2,75800000000001;3,75800000000001;3,75800000000001
-2,74000000000001;3,74000000000001;3,74000000000001
-2,72200000000001;3,72200000000001;3,72200000000001
-2,70400000000001;3,70400000000001;3,70400000000001
-2,68600000000002;3,68600000000002;3,68600000000002
-2,66800000000002;3,66800000000002;3,66800000000002
-2,65000000000002;3,65000000000002;3,65000000000002
-2,63200000000002;3,63200000000002;3,63200000000002
-2,61400000000002;3,61400000000002;3,61400000000002
-2,59600000000002;3,59600000000002;3,59600000000002
-2,57800000000002;3,57800000000002;3,57800000000002
-2,56000000000002;3,56000000000002;3,56000000000002
-2,54200000000002;3,54200000000002;3,54200000000002
-2,52400000000002;3,52400000000002;3,52400000000002
-2,50600000000002;3,50600000000002;3,50600000000002
-2,48800000000002;3,48800000000002;3,48800000000002
-2,47000000000002;3,47000000000002;3,47000000000002
-2,45200000000002;3,45200000000002;3,45200000000002
-2,43400000000002;3,43400000000002;3,43400000000002
-2,41600000000002;3,41600000000002;3,41600000000002
-2,39800000000002;3,39800000000002;3,39800000000002
-2,38000000000002;3,38000000000002;3,38000000000002
-2,36200000000002;3,36200000000002;3,36200000000002
-2,34400000000002;3,34400000000002;3,34400000000002
-2,32600000000002;3,32600000000002;3,32600000000002
-2,30800000000002;3,30800000000002;3,30800000000002
-2,29000000000002;3,29000000000002;3,29000000000002
-2,27200000000002;3,27200000000002;3,27200000000002
-2,25400000000002;3,25400000000002;3,25400000000002
-2,23600000000002;3,23600000000002;3,23600000000002
-2,21800000000002;3,21800000000002;3,21800000000002
-2,20000000000002;3,20000000000002;3,20000000000002
-2,18200000000002;3,18200000000002;3,18200000000002
-2,16400000000002;3,16400000000002;3,16400000000002
-2,14600000000002;3,14600000000002;3,14600000000002
-2,12800000000002;3,12800000000002;3,12800000000002
-2,11000000000002;3,11000000000002;3,11000000000002
-2,09200000000002;3,09200000000002;3,09200000000002
-2,07400000000002;3,07400000000002;3,07400000000002
-2,05600000000002;3,05600000000002;3,05600000000002
-2,03800000000002;3,03800000000002;3,03800000000002
-2,02000000000002;3,02000000000002;3,02000000000002
-2,00200000000002;3,00200000000002;3,00200000000002
-1,98400000000002;2,98400000000002;2,98400000000002
-1,96600000000002;2,96600000000002;2,96600000000002
-1,94800000000002;2,94800000000002;2,94800000000002
-1,93000000000002;2,93000000000002;2,93000000000002
-1,91200000000002;2,91200000000002;2,91200000000002
-1,89400000000002;2,89400000000002;2,89400000000002
-1,87600000000002;2,87600000000002;2,87600000000002
-1,85800000000002;2,85800000000002;2,85800000000002
-1,84000000000002;2,84000000000002;2,84000000000002
-1,82200000000002;2,82200000000002;2,82200000000002
-1,80400000000002;2,80400000000002;2,80400000000002
-1,78600000000002;2,78600000000002;2,78600000000002
-1,76800000000002;2,76800000000002;2,76800000000002
-1,75000000000002;2,75000000000002;2,75000000000002
-1,73200000000002;2,73200000000002;2,73200000000002
-1,71400000000002;2,71400000000002;2,71400000000002
-1,69600000000002;2,69600000000002;2,69600000000002
-1,67800000000002;2,67800000000002;2,67800000000002
-1,66000000000002;2,66000000000002;2,66000000000002
-1,64200000000002;2,64200000000002;2,64200000000002
-1,62400000000002;2,62400000000002;2,62400000000002
-1,60600000000002;2,60600000000002;2,60600000000002
-1,58800000000002;2,58800000000002;2,58800000000002
-1,57000000000002;2,57000000000002;2,57000000000002
-1,55200000000002;2,55200000000002;2,55200000000002
-1,53400000000002;2,53400000000002;2,53400000000002
-1,51600000000002;2,51600000000002;2,51600000000002
-1,49800000000002;2,49800000000002;2,49800000000002
-1,48000000000002;2,48000000000002;2,48000000000002
-1,46200000000002;2,46200000000002;2,46200000000002
-1,44400000000002;2,44400000000002;2,44400000000002
-1,42600000000002;2,42600000000002;2,42600000000002
-1,40800000000002;2,40800000000002;2,40800000000002
-1,39000000000002;2,39000000000002;2,39000000000002
-1,37200000000002;2,37200000000002;2,37200000000002
-1,35400000000002;2,35400000000002;2,35400000000002
-1,33600000000002;2,33600000000002;2,33600000000002
-1,31800000000002;2,31800000000002;2,31800000000002
-1,30000000000002;2,30000000000002;2,30000000000002
-1,28200000000002;2,28200000000002;2,28200000000002
-1,26400000000002;2,26400000000002;2,26400000000002
-1,24600000000002;2,24600000000002;2,24600000000002
-1,22800000000002;2,22800000000002;2,22800000000002
-1,21000000000002;2,21000000000002;2,21000000000002
-1,19200000000002;2,19200000000002;2,19200000000002
-1,17400000000002;2,17400000000002;2,17400000000002
-1,15600000000002;2,15600000000002;2,15600000000002
-1,13800000000002;2,13800000000002;2,13800000000002
-1,12000000000002;2,12000000000002;2,12000000000002
-1,10200000000002;2,10200000000002;2,10200000000002
-1,08400000000002;2,08400000000002;2,08400000000002
-1,06600000000002;2,06600000000002;2,06600000000002
-1,04800000000002;2,04800000000002;2,04800000000002
-1,03000000000002;2,03000000000002;2,03000000000002
-1,01200000000002;2,01200000000002;2,01200000000002
-0,994000000000022;1,99400000000002;1,99400000000002
-0,976000000000022;1,97600000000002;1,97600000000002
-0,958000000000022;1,95800000000002;1,95800000000002
-0,940000000000022;1,94000000000002;1,94000000000002
-0,922000000000022;1,92200000000002;1,92200000000002
-0,904000000000022;1,90400000000002;1,90400000000002
-0,886000000000022;1,88600000000002;1,88600000000002
-0,868000000000022;1,86800000000002;1,86800000000002
-0,850000000000022;1,85000000000002;1,85000000000002
-0,832000000000022;1,83200000000002;1,83200000000002
-0,814000000000022;1,81400000000002;1,81400000000002
-0,796000000000022;1,79600000000002;1,79600000000002
-0,778000000000022;1,77800000000002;1,77800000000002
-0,760000000000022;1,76000000000002;1,76000000000002
-0,742000000000022;1,74200000000002;1,74200000000002
-0,724000000000022;1,72400000000002;1,72400000000002
-0,706000000000022;1,70600000000002;1,70600000000002
-0,688000000000022;1,68800000000002;1,68800000000002
-0,670000000000022;1,67000000000002;1,67000000000002
-0,652000000000022;1,65200000000002;1,65200000000002
-0,634000000000022;1,63400000000002;1,63400000000002
-0,616000000000022;1,61600000000002;1,61600000000002
-0,598000000000022;1,59800000000002;1,59800000000002
-0,580000000000022;1,58000000000002;1,58000000000002
-0,562000000000022;1,56200000000002;1,56200000000002
-0,544000000000022;1,54400000000002;1,54400000000002
-0,526000000000022;1,52600000000002;1,52600000000002
-0,508000000000022;1,50800000000002;1,50800000000002
-0,490000000000022;1,49000000000002;1,49000000000002
-0,472000000000022;1,47200000000002;1,47200000000002
-0,454000000000022;1,45400000000002;1,45400000000002
-0,436000000000021;1,43600000000002;1,43600000000002
-0,418000000000021;1,41800000000002;1,41800000000002
-0,400000000000021;1,40000000000002;1,40000000000002
-0,382000000000021;1,38200000000002;1,38200000000002
-0,364000000000021;1,36400000000002;1,36400000000002
-0,346000000000021;1,34600000000002;1,34600000000002
-0,328000000000021;1,32800000000002;1,32800000000002
-0,310000000000021;1,31000000000002;1,31000000000002
-0,292000000000021;1,29200000000002;1,29200000000002
-0,274000000000021;1,27400000000002;1,27400000000002
-0,256000000000021;1,25600000000002;1,25600000000002
-0,238000000000021;1,23800000000002;1,23800000000002
-0,220000000000021;1,22000000000002;1,22000000000002
-0,202000000000021;1,20200000000002;1,20200000000002
-0,184000000000021;1,18400000000002;1,18400000000002
-0,166000000000021;1,16600000000002;1,16600000000002
-0,148000000000021;1,14800000000002;1,14800000000002
-0,130000000000021;1,13000000000002;1,13000000000002
-0,112000000000021;1,11200000000002;1,11200000000002
-0,0940000000000214;1,09400000000002;1,09400000000002
-0,0760000000000214;1,07600000000002;1,07600000000002
-0,0580000000000214;1,05800000000002;1,05800000000002
-0,0400000000000214;1,04000000000002;1,04000000000002
-0,0220000000000214;1,02200000000002;1,02200000000002
-0,0040000000000214;1,00400000000002;1,00400000000002
0,0139999999999786;0,986000000000021;0,986000000000021
0,0319999999999786;0,968000000000021;0,968000000000021
0,0499999999999786;0,950000000000021;0,950000000000021
0,0679999999999786;0,932000000000021;0,932000000000021
0,0859999999999786;0,914000000000021;0,914000000000021
0,103999999999979;0,896000000000021;0,896000000000021
0,121999999999979;0,878000000000021;0,878000000000021
0,139999999999979;0,860000000000021;0,860000000000021
0,157999999999979;0,842000000000021;0,842000000000021
0,175999999999979;0,824000000000021;0,824000000000021
0,193999999999979;0,806000000000021;0,806000000000021
0,211999999999979;0,788000000000021;0,788000000000021
0,229999999999979;0,770000000000021;0,770000000000021
0,247999999999979;0,752000000000021;0,752000000000021
0,265999999999979;0,734000000000022;0,734000000000022
0,283999999999979;0,716000000000022;0,716000000000022
0,301999999999979;0,698000000000021;0,698000000000021
0,319999999999979;0,680000000000021;0,680000000000021
0,337999999999979;0,662000000000021;0,662000000000021
0,355999999999979;0,644000000000021;0,644000000000021
0,373999999999979;0,626000000000021;0,626000000000021
0,391999999999979;0,608000000000021;0,608000000000021
0,409999999999979;0,590000000000021;0,590000000000021
0,427999999999979;0,572000000000021;0,572000000000021
0,445999999999979;0,554000000000021;0,554000000000021
0,463999999999979;0,536000000000021;0,536000000000021
0,481999999999979;0,518000000000021;0,518000000000021
0,499999999999979;0,500000000000021;0,500000000000021
0,517999999999979;0,482000000000021;0,482000000000021
0,535999999999979;0,464000000000021;0,464000000000021
0,553999999999979;0,446000000000021;0,446000000000021
0,571999999999979;0,428000000000021;0,428000000000021
