x;y_myfunction;y_fromLibrary
11,8;-99,3786666666657;-99,3786666666657
11,9;-103,144833333332;-103,144833333332
12;-106,999999999999;-106,999999999999
12,1;-110,945166666666;-110,945166666666
12,2;-114,981333333332;-114,981333333332
12,3;-119,109499999999;-119,109499999999
12,4;-123,330666666665;-123,330666666665
12,5;-127,645833333332;-127,645833333332
12,6;-132,055999999999;-132,055999999999
12,7;-136,562166666665;-136,562166666665
12,8;-141,165333333332;-141,165333333332
12,9;-145,866499999999;-145,866499999999
13;-150,666666666665;-150,666666666665
13,1;-155,566833333332;-155,566833333332
13,2;-160,567999999998;-160,567999999998
13,3;-165,671166666665;-165,671166666665
13,4;-170,877333333332;-170,877333333332
13,5;-176,187499999998;-176,187499999998
13,6;-181,602666666665;-181,602666666665
13,7;-187,123833333332;-187,123833333332
13,8;-192,751999999998;-192,751999999998
13,9;-198,488166666665;-198,488166666665
14;-204,333333333331;-204,333333333331
14,1;-210,288499999998;-210,288499999998
14,2;-216,354666666665;-216,354666666665
14,3;-222,532833333331;-222,532833333331
14,4;-228,823999999998;-228,823999999998
14,5;-235,229166666664;-235,229166666664
14,6;-241,749333333331;-241,749333333331
14,7;-248,385499999998;-248,385499999998
14,8;-255,138666666664;-255,138666666664
14,9;-262,009833333331;-262,009833333331
15;-268,999999999997;-268,999999999997
15,1;-276,110166666664;-276,110166666664
15,2;-283,341333333331;-283,341333333331
15,3;-290,694499999997;-290,694499999997
15,4;-298,170666666664;-298,170666666664
15,5;-305,77083333333;-305,77083333333
15,6;-313,495999999997;-313,495999999997
15,7;-321,347166666664;-321,347166666664
15,8;-329,32533333333;-329,32533333333
15,9;-337,431499999997;-337,431499999997
16;-345,666666666663;-345,666666666663
16,1;-354,03183333333;-354,03183333333
16,2;-362,527999999997;-362,527999999997
16,3;-371,156166666663;-371,156166666663
16,4;-379,91733333333;-379,91733333333
16,5;-388,812499999997;-388,812499999997
16,6;-397,842666666664;-397,842666666664
16,7;-407,00883333333;-407,00883333333
16,8;-416,311999999997;-416,311999999997
16,9;-425,753166666664;-425,753166666664
17;-435,333333333331;-435,333333333331
17,1;-445,053499999997;-445,053499999997
17,2;-454,914666666664;-454,914666666664
17,3;-464,917833333331;-464,917833333331
17,4;-475,063999999998;-475,063999999998
17,5;-485,354166666664;-485,354166666664
17,6;-495,789333333331;-495,789333333331
17,7;-506,370499999998;-506,370499999998
17,8;-517,098666666665;-517,098666666665
17,9;-527,974833333332;-527,974833333332
18;-538,999999999998;-538,999999999998
18,1;-550,175166666665;-550,175166666665
18,2;-561,501333333332;-561,501333333332
18,3;-572,979499999999;-572,979499999999
18,4;-584,610666666666;-584,610666666666
18,5;-596,395833333333;-596,395833333332
18,6;-608,335999999999;-608,335999999999
18,7;-620,432166666666;-620,432166666666
18,8;-632,685333333333;-632,685333333333
18,9;-645,0965;-645,0965
19;-657,666666666667;-657,666666666667
19,1;-670,396833333334;-670,396833333333
19,2;-683,288;-683,288
19,3;-696,341166666667;-696,341166666667
19,4;-709,557333333334;-709,557333333334
19,5;-722,937500000001;-722,937500000001
19,6;-736,482666666668;-736,482666666668
19,7;-750,193833333335;-750,193833333335
19,8;-764,072000000001;-764,072000000002
19,9;-778,118166666668;-778,118166666668
20;-792,333333333335;-792,333333333335
20,1;-806,718500000002;-806,718500000002
20,2;-821,274666666669;-821,274666666669
20,3;-836,002833333336;-836,002833333336
20,4;-850,904000000003;-850,904000000003
20,5;-865,97916666667;-865,97916666667
20,6;-881,229333333337;-881,229333333337
20,7;-896,655500000004;-896,655500000004
20,8;-912,258666666671;-912,258666666671
20,9;-928,039833333338;-928,039833333337
21;-944,000000000005;-944,000000000005
21,1;-960,140166666672;-960,140166666671
21,2;-976,461333333339;-976,461333333338
21,3;-992,964500000006;-992,964500000006
21,4;-1009,65066666667;-1009,65066666667
21,5;-1026,52083333334;-1026,52083333334
21,6;-1043,57600000001;-1043,57600000001
21,7;-1060,81716666667;-1060,81716666667
21,8;-1078,24533333334;-1078,24533333334
21,9;-1095,86150000001;-1095,86150000001
22;-1113,66666666667;-1113,66666666667
22,1;-1131,66183333334;-1131,66183333334
22,2;-1149,84800000001;-1149,84800000001
22,3;-1168,22616666668;-1168,22616666668
22,4;-1186,79733333334;-1186,79733333334
22,5000000000001;-1205,56250000001;-1205,56250000001
22,6000000000001;-1224,52266666668;-1224,52266666668
22,7000000000001;-1243,67883333334;-1243,67883333334
22,8000000000001;-1263,03200000001;-1263,03200000001
22,9000000000001;-1282,58316666668;-1282,58316666668
23,0000000000001;-1302,33333333334;-1302,33333333334
23,1000000000001;-1322,28350000001;-1322,28350000001
23,2000000000001;-1342,43466666668;-1342,43466666668
23,3000000000001;-1362,78783333335;-1362,78783333335
23,4000000000001;-1383,34400000001;-1383,34400000001
23,5000000000001;-1404,10416666668;-1404,10416666668
23,6000000000001;-1425,06933333335;-1425,06933333335
23,7000000000001;-1446,24050000001;-1446,24050000001
23,8000000000001;-1467,61866666668;-1467,61866666668
23,9000000000001;-1489,20483333335;-1489,20483333335
24,0000000000001;-1511,00000000002;-1511,00000000002
24,1000000000001;-1533,00516666668;-1533,00516666668
24,2000000000001;-1555,22133333335;-1555,22133333335
24,3000000000001;-1577,64950000002;-1577,64950000002
24,4000000000001;-1600,29066666668;-1600,29066666668
24,5000000000001;-1623,14583333335;-1623,14583333335
24,6000000000001;-1646,21600000002;-1646,21600000002
24,7000000000001;-1669,50216666669;-1669,50216666669
24,8000000000001;-1693,00533333335;-1693,00533333335
24,9000000000001;-1716,72650000002;-1716,72650000002
25,0000000000001;-1740,66666666669;-1740,66666666669
25,1000000000001;-1764,82683333335;-1764,82683333335
25,2000000000001;-1789,20800000002;-1789,20800000002
25,3000000000001;-1813,81116666669;-1813,81116666669
25,4000000000001;-1838,63733333336;-1838,63733333336
25,5000000000001;-1863,68750000002;-1863,68750000002
25,6000000000001;-1888,96266666669;-1888,96266666669
25,7000000000001;-1914,46383333336;-1914,46383333336
25,8000000000001;-1940,19200000002;-1940,19200000002
25,9000000000001;-1966,14816666669;-1966,14816666669
26,0000000000001;-1992,33333333336;-1992,33333333336
26,1000000000001;-2018,74850000003;-2018,74850000003
26,2000000000001;-2045,39466666669;-2045,39466666669
26,3000000000001;-2072,27283333336;-2072,27283333336
26,4000000000001;-2099,38400000003;-2099,38400000003
26,5000000000001;-2126,7291666667;-2126,7291666667
26,6000000000001;-2154,30933333336;-2154,30933333336
26,7000000000001;-2182,12550000003;-2182,12550000003
26,8000000000001;-2210,1786666667;-2210,1786666667
26,9000000000001;-2238,46983333337;-2238,46983333336
27,0000000000001;-2267,00000000003;-2267,00000000003
27,1000000000001;-2295,7701666667;-2295,7701666667
27,2000000000001;-2324,78133333337;-2324,78133333337
27,3000000000001;-2354,03450000003;-2354,03450000003
27,4000000000001;-2383,5306666667;-2383,5306666667
27,5000000000001;-2413,27083333337;-2413,27083333337
27,6000000000001;-2443,25600000004;-2443,25600000004
27,7000000000001;-2473,4871666667;-2473,4871666667
27,8000000000001;-2503,96533333337;-2503,96533333337
27,9000000000001;-2534,69150000004;-2534,69150000004
28,0000000000001;-2565,66666666671;-2565,66666666671
28,1000000000001;-2596,89183333337;-2596,89183333337
28,2000000000001;-2628,36800000004;-2628,36800000004
28,3000000000001;-2660,09616666671;-2660,09616666671
28,4000000000001;-2692,07733333338;-2692,07733333338
28,5000000000001;-2724,31250000004;-2724,31250000004
28,6000000000001;-2756,80266666671;-2756,80266666671
28,7000000000001;-2789,54883333338;-2789,54883333338
28,8000000000001;-2822,55200000005;-2822,55200000005
28,9000000000001;-2855,81316666671;-2855,81316666671
29,0000000000001;-2889,33333333338;-2889,33333333338
29,1000000000001;-2923,11350000005;-2923,11350000005
29,2000000000001;-2957,15466666672;-2957,15466666672
29,3000000000001;-2991,45783333338;-2991,45783333338
29,4000000000001;-3026,02400000005;-3026,02400000005
29,5000000000001;-3060,85416666672;-3060,85416666672
29,6000000000002;-3095,94933333339;-3095,94933333339
29,7000000000002;-3131,31050000005;-3131,31050000005
29,8000000000002;-3166,93866666672;-3166,93866666672
29,9000000000002;-3202,83483333339;-3202,83483333339
30,0000000000002;-3239,00000000006;-3239,00000000006
30,1000000000002;-3275,43516666672;-3275,43516666672
30,2000000000002;-3312,14133333339;-3312,14133333339
30,3000000000002;-3349,11950000006;-3349,11950000006
30,4000000000002;-3386,37066666673;-3386,37066666673
30,5000000000002;-3423,89583333339;-3423,8958333334
30,6000000000002;-3461,69600000006;-3461,69600000006
30,7000000000002;-3499,77216666673;-3499,77216666673
30,8000000000002;-3538,1253333334;-3538,1253333334
30,9000000000002;-3576,75650000007;-3576,75650000007
31,0000000000002;-3615,66666666673;-3615,66666666673
31,1000000000002;-3654,8568333334;-3654,8568333334
31,2000000000002;-3694,32800000007;-3694,32800000007
31,3000000000002;-3734,08116666674;-3734,08116666674
31,4000000000002;-3774,1173333334;-3774,1173333334
31,5000000000002;-3814,43750000007;-3814,43750000007
31,6000000000002;-3855,04266666674;-3855,04266666674
31,7000000000002;-3895,93383333341;-3895,93383333341
31,8000000000002;-3937,11200000007;-3937,11200000008
31,9000000000002;-3978,57816666674;-3978,57816666674
32,0000000000002;-4020,33333333341;-4020,33333333341
32,1000000000002;-4062,37850000008;-4062,37850000008
32,2000000000002;-4104,71466666675;-4104,71466666675
32,3000000000002;-4147,34283333341;-4147,34283333341
32,4000000000002;-4190,26400000008;-4190,26400000008
32,5000000000002;-4233,47916666675;-4233,47916666675
32,6000000000002;-4276,98933333342;-4276,98933333342
32,7000000000002;-4320,79550000009;-4320,79550000009
32,8000000000002;-4364,89866666675;-4364,89866666675
32,9000000000002;-4409,29983333342;-4409,29983333342
33,0000000000002;-4454,00000000009;-4454,00000000009
33,1000000000002;-4499,00016666676;-4499,00016666676
33,2000000000002;-4544,30133333342;-4544,30133333342
33,3000000000002;-4589,90450000009;-4589,90450000009
33,4000000000002;-4635,81066666676;-4635,81066666676
33,5000000000002;-4682,02083333343;-4682,02083333343
33,6000000000002;-4728,5360000001;-4728,5360000001
33,7000000000002;-4775,35716666676;-4775,35716666677
33,8000000000002;-4822,48533333343;-4822,48533333343
33,9000000000002;-4869,9215000001;-4869,9215000001
34,0000000000002;-4917,66666666677;-4917,66666666677
34,1000000000002;-4965,72183333344;-4965,72183333344
34,2000000000002;-5014,08800000011;-5014,08800000011
34,3000000000002;-5062,76616666677;-5062,76616666677
34,4000000000002;-5111,75733333344;-5111,75733333344
34,5000000000002;-5161,06250000011;-5161,06250000011
34,6000000000002;-5210,68266666678;-5210,68266666678
34,7000000000002;-5260,61883333344;-5260,61883333344
34,8000000000002;-5310,87200000011;-5310,87200000011
34,9000000000002;-5361,44316666678;-5361,44316666678
35,0000000000002;-5412,33333333345;-5412,33333333345
35,1000000000002;-5463,54350000012;-5463,54350000012
35,2000000000002;-5515,07466666679;-5515,07466666678
35,3000000000002;-5566,92783333345;-5566,92783333345
35,4000000000002;-5619,10400000012;-5619,10400000012
35,5000000000002;-5671,60416666679;-5671,60416666679
35,6000000000002;-5724,42933333346;-5724,42933333346
35,7000000000002;-5777,58050000013;-5777,58050000013
35,8000000000002;-5831,05866666679;-5831,0586666668
35,9000000000002;-5884,86483333346;-5884,86483333346
36,0000000000002;-5939,00000000013;-5939,00000000013
36,1000000000002;-5993,4651666668;-5993,4651666668
36,2000000000002;-6048,26133333347;-6048,26133333347
36,3000000000002;-6103,38950000014;-6103,38950000014
36,4000000000002;-6158,8506666668;-6158,8506666668
36,5000000000002;-6214,64583333347;-6214,64583333347
36,6000000000003;-6270,77600000014;-6270,77600000014
36,7000000000003;-6327,24216666681;-6327,24216666681
36,8000000000003;-6384,04533333348;-6384,04533333348
36,9000000000003;-6441,18650000015;-6441,18650000015
37,0000000000003;-6498,66666666681;-6498,66666666681
37,1000000000003;-6556,48683333348;-6556,48683333348
37,2000000000003;-6614,64800000015;-6614,64800000015
37,3000000000003;-6673,15116666682;-6673,15116666682
37,4000000000003;-6731,99733333349;-6731,99733333349
37,5000000000003;-6791,18750000015;-6791,18750000016
37,6000000000003;-6850,72266666682;-6850,72266666682
37,7000000000003;-6910,60383333349;-6910,60383333349
37,8000000000003;-6970,83200000016;-6970,83200000016
37,9000000000003;-7031,40816666683;-7031,40816666683
38,0000000000003;-7092,3333333335;-7092,3333333335
38,1000000000003;-7153,60850000017;-7153,60850000017
38,2000000000003;-7215,23466666683;-7215,23466666684
38,3000000000003;-7277,2128333335;-7277,2128333335
38,4000000000003;-7339,54400000017;-7339,54400000017
38,5000000000003;-7402,22916666684;-7402,22916666684
38,6000000000003;-7465,26933333351;-7465,26933333351
38,7000000000003;-7528,66550000018;-7528,66550000018
38,8000000000003;-7592,41866666685;-7592,41866666685
38,9000000000003;-7656,52983333352;-7656,52983333352
39,0000000000003;-7721,00000000018;-7721,00000000018
39,1000000000003;-7785,83016666685;-7785,83016666685
39,2000000000003;-7851,02133333352;-7851,02133333352
39,3000000000003;-7916,57450000019;-7916,57450000019
39,4000000000003;-7982,49066666686;-7982,49066666686
39,5000000000003;-8048,77083333353;-8048,77083333353
39,6000000000003;-8115,4160000002;-8115,4160000002
39,7000000000003;-8182,42716666686;-8182,42716666686
39,8000000000003;-8249,80533333353;-8249,80533333353
39,9000000000003;-8317,5515000002;-8317,5515000002
40,0000000000003;-8385,66666666687;-8385,66666666687
40,1000000000003;-8454,15183333354;-8454,15183333354
40,2000000000003;-8523,00800000021;-8523,00800000021
40,3000000000003;-8592,23616666688;-8592,23616666688
40,4000000000003;-8661,83733333355;-8661,83733333355
40,5000000000003;-8731,81250000021;-8731,81250000021
40,6000000000003;-8802,16266666688;-8802,16266666688
40,7000000000003;-8872,88883333355;-8872,88883333355
40,8000000000003;-8943,99200000022;-8943,99200000022
40,9000000000003;-9015,47316666689;-9015,47316666689
41,0000000000003;-9087,33333333356;-9087,33333333356
41,1000000000003;-9159,57350000023;-9159,57350000023
41,2000000000003;-9232,1946666669;-9232,1946666669
41,3000000000003;-9305,19783333356;-9305,19783333357
41,4000000000003;-9378,58400000023;-9378,58400000024
41,5000000000003;-9452,3541666669;-9452,3541666669
41,6000000000003;-9526,50933333357;-9526,50933333357
41,7000000000003;-9601,05050000024;-9601,05050000024
41,8000000000003;-9675,97866666691;-9675,97866666691
41,9000000000003;-9751,29483333358;-9751,29483333358
42,0000000000003;-9827,00000000025;-9827,00000000025
42,1000000000003;-9903,09516666692;-9903,09516666692
42,2000000000003;-9979,58133333359;-9979,58133333359
42,3000000000003;-10056,4595000003;-10056,4595000003
42,4000000000003;-10133,7306666669;-10133,7306666669
42,5000000000003;-10211,3958333336;-10211,3958333336
42,6000000000003;-10289,4560000003;-10289,4560000003
42,7000000000003;-10367,9121666669;-10367,9121666669
42,8000000000003;-10446,7653333336;-10446,7653333336
42,9000000000003;-10526,0165000003;-10526,0165000003
43,0000000000003;-10605,6666666669;-10605,6666666669
43,1000000000003;-10685,7168333336;-10685,7168333336
43,2000000000003;-10766,1680000003;-10766,1680000003
43,3000000000003;-10847,0211666669;-10847,0211666669
43,4000000000003;-10928,2773333336;-10928,2773333336
43,5000000000003;-11009,9375000003;-11009,9375000003
43,6000000000004;-11092,002666667;-11092,002666667
43,7000000000004;-11174,4738333336;-11174,4738333336
43,8000000000004;-11257,3520000003;-11257,3520000003
43,9000000000004;-11340,638166667;-11340,638166667
44,0000000000004;-11424,3333333336;-11424,3333333336
44,1000000000004;-11508,4385000003;-11508,4385000003
44,2000000000004;-11592,954666667;-11592,954666667
44,3000000000004;-11677,8828333336;-11677,8828333336
44,4000000000004;-11763,2240000003;-11763,2240000003
44,5000000000004;-11848,979166667;-11848,979166667
44,6000000000004;-11935,1493333336;-11935,1493333336
44,7000000000004;-12021,7355000003;-12021,7355000003
44,8000000000004;-12108,738666667;-12108,738666667
44,9000000000004;-12196,1598333337;-12196,1598333337
45,0000000000004;-12284,0000000003;-12284,0000000003
45,1000000000004;-12372,260166667;-12372,260166667
45,2000000000004;-12460,9413333337;-12460,9413333337
45,3000000000004;-12550,0445000003;-12550,0445000003
45,4000000000004;-12639,570666667;-12639,570666667
45,5000000000004;-12729,5208333337;-12729,5208333337
45,6000000000004;-12819,8960000003;-12819,8960000003
45,7000000000004;-12910,697166667;-12910,697166667
45,8000000000004;-13001,9253333337;-13001,9253333337
45,9000000000004;-13093,5815000003;-13093,5815000003
46,0000000000004;-13185,666666667;-13185,666666667
46,1000000000004;-13278,1818333337;-13278,1818333337
46,2000000000004;-13371,1280000004;-13371,1280000004
46,3000000000004;-13464,506166667;-13464,506166667
46,4000000000004;-13558,3173333337;-13558,3173333337
46,5000000000004;-13652,5625000004;-13652,5625000004
46,6000000000004;-13747,242666667;-13747,242666667
46,7000000000004;-13842,3588333337;-13842,3588333337
46,8000000000004;-13937,9120000004;-13937,9120000004
46,9000000000004;-14033,903166667;-14033,903166667
47,0000000000004;-14130,3333333337;-14130,3333333337
47,1000000000004;-14227,2035000004;-14227,2035000004
47,2000000000004;-14324,5146666671;-14324,5146666671
47,3000000000004;-14422,2678333337;-14422,2678333337
47,4000000000004;-14520,4640000004;-14520,4640000004
47,5000000000004;-14619,1041666671;-14619,1041666671
47,6000000000004;-14718,1893333337;-14718,1893333337
47,7000000000004;-14817,7205000004;-14817,7205000004
47,8000000000004;-14917,6986666671;-14917,6986666671
47,9000000000004;-15018,1248333337;-15018,1248333337
48,0000000000004;-15119,0000000004;-15119,0000000004
48,1000000000004;-15220,3251666671;-15220,3251666671
48,2000000000004;-15322,1013333338;-15322,1013333338
48,3000000000004;-15424,3295000004;-15424,3295000004
48,4000000000004;-15527,0106666671;-15527,0106666671
48,5000000000004;-15630,1458333338;-15630,1458333338
48,6000000000004;-15733,7360000004;-15733,7360000004
48,7000000000004;-15837,7821666671;-15837,7821666671
48,8000000000004;-15942,2853333338;-15942,2853333338
48,9000000000004;-16047,2465000004;-16047,2465000004
49,0000000000004;-16152,6666666671;-16152,6666666671
49,1000000000004;-16258,5468333338;-16258,5468333338
49,2000000000004;-16364,8880000005;-16364,8880000005
49,3000000000004;-16471,6911666671;-16471,6911666671
49,4000000000004;-16578,9573333338;-16578,9573333338
49,5000000000004;-16686,6875000005;-16686,6875000005
49,6000000000004;-16794,8826666671;-16794,8826666671
49,7000000000004;-16903,5438333338;-16903,5438333338
49,8000000000004;-17012,6720000005;-17012,6720000005
49,9000000000004;-17122,2681666671;-17122,2681666671
50,0000000000004;-17232,3333333338;-17232,3333333338
50,1000000000004;-17342,8685000005;-17342,8685000005
50,2000000000004;-17453,8746666672;-17453,8746666672
50,3000000000004;-17565,3528333338;-17565,3528333338
50,4000000000004;-17677,3040000005;-17677,3040000005
50,5000000000004;-17789,7291666672;-17789,7291666672
50,6000000000004;-17902,6293333338;-17902,6293333338
50,7000000000005;-18016,0055000005;-18016,0055000005
50,8000000000005;-18129,8586666672;-18129,8586666672
50,9000000000005;-18244,1898333339;-18244,1898333339
51,0000000000005;-18359,0000000005;-18359,0000000005
51,1000000000005;-18474,2901666672;-18474,2901666672
51,2000000000005;-18590,0613333339;-18590,0613333339
51,3000000000005;-18706,3145000005;-18706,3145000005
51,4000000000005;-18823,0506666672;-18823,0506666672
51,5000000000005;-18940,2708333339;-18940,2708333339
51,6000000000005;-19057,9760000005;-19057,9760000005
51,7000000000005;-19176,1671666672;-19176,1671666672
51,8000000000005;-19294,8453333339;-19294,8453333339
51,9000000000005;-19414,0115000006;-19414,0115000006
52,0000000000005;-19533,6666666672;-19533,6666666672
52,1000000000005;-19653,8118333339;-19653,8118333339
52,2000000000005;-19774,4480000006;-19774,4480000006
52,3000000000005;-19895,5761666672;-19895,5761666672
52,4000000000005;-20017,1973333339;-20017,1973333339
52,5000000000005;-20139,3125000006;-20139,3125000006
52,6000000000005;-20261,9226666673;-20261,9226666673
52,7000000000005;-20385,0288333339;-20385,0288333339
52,8000000000005;-20508,6320000006;-20508,6320000006
52,9000000000005;-20632,7331666673;-20632,7331666673
53,0000000000005;-20757,3333333339;-20757,3333333339
53,1000000000005;-20882,4335000006;-20882,4335000006
53,2000000000005;-21008,0346666673;-21008,0346666673
53,3000000000005;-21134,1378333339;-21134,1378333339
53,4000000000005;-21260,7440000006;-21260,7440000006
53,5000000000005;-21387,8541666673;-21387,8541666673
53,6000000000005;-21515,469333334;-21515,469333334
53,7000000000005;-21643,5905000006;-21643,5905000006
53,8000000000005;-21772,2186666673;-21772,2186666673
53,9000000000005;-21901,354833334;-21901,354833334
54,0000000000005;-22031,0000000006;-22031,0000000006
54,1000000000005;-22161,1551666673;-22161,1551666673
54,2000000000005;-22291,821333334;-22291,821333334
54,3000000000005;-22422,9995000007;-22422,9995000007
54,4000000000005;-22554,6906666673;-22554,6906666673
54,5000000000005;-22686,895833334;-22686,895833334
54,6000000000005;-22819,6160000007;-22819,6160000007
54,7000000000005;-22952,8521666673;-22952,8521666673
54,8000000000005;-23086,605333334;-23086,605333334
54,9000000000005;-23220,8765000007;-23220,8765000007
55,0000000000005;-23355,6666666674;-23355,6666666674
55,1000000000005;-23490,976833334;-23490,976833334
55,2000000000005;-23626,8080000007;-23626,8080000007
55,3000000000005;-23763,1611666674;-23763,1611666674
55,4000000000005;-23900,037333334;-23900,037333334
55,5000000000005;-24037,4375000007;-24037,4375000007
55,6000000000005;-24175,3626666674;-24175,3626666674
55,7000000000005;-24313,8138333341;-24313,8138333341
55,8000000000005;-24452,7920000007;-24452,7920000007
55,9000000000005;-24592,2981666674;-24592,2981666674
56,0000000000005;-24732,3333333341;-24732,3333333341
56,1000000000005;-24872,8985000007;-24872,8985000007
56,2000000000005;-25013,9946666674;-25013,9946666674
56,3000000000005;-25155,6228333341;-25155,6228333341
56,4000000000005;-25297,7840000008;-25297,7840000008
56,5000000000005;-25440,4791666674;-25440,4791666674
56,6000000000005;-25583,7093333341;-25583,7093333341
56,7000000000005;-25727,4755000008;-25727,4755000008
56,8000000000005;-25871,7786666674;-25871,7786666674
56,9000000000005;-26016,6198333341;-26016,6198333341
57,0000000000005;-26162,0000000008;-26162,0000000008
57,1000000000005;-26307,9201666675;-26307,9201666675
57,2000000000005;-26454,3813333341;-26454,3813333341
57,3000000000005;-26601,3845000008;-26601,3845000008
57,4000000000005;-26748,9306666675;-26748,9306666675
57,5000000000005;-26897,0208333341;-26897,0208333341
57,6000000000005;-27045,6560000008;-27045,6560000008
57,7000000000006;-27194,8371666675;-27194,8371666675
57,8000000000006;-27344,5653333342;-27344,5653333342
57,9000000000006;-27494,8415000008;-27494,8415000008
58,0000000000006;-27645,6666666675;-27645,6666666675
58,1000000000006;-27797,0418333342;-27797,0418333342
58,2000000000006;-27948,9680000008;-27948,9680000009
